key,type,summary,date_opened,reporter,parent_key,current_epic,current_status,current_resolution,current_assignee,current_labels,proposed_epic,proposed_status,proposed_resolution,proposed_assignee,cat-*,proj-*,study-*,notes
CDM-552,Task,Form Status report,2025-01-23,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-reporting,proj-metrics,study-l301,"L301 form status report, opened 2025-01-23, recent"
CDM-553,Task,Add FLL tracker and Outcomes Wrangler to Dagster pipeline,2025-01-24,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,"proj-pipeline,proj-metrics",study-l301,"L301 pipeline Dagster update, opened 2025-01-24"
CDM-554,Task,DQR: Years Since Quit = 0,2025-01-27,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-reporting,proj-dqr,study-l301,"L301 DQR years since quit, opened 2025-01-27"
CDM-555,Subtask,DELFI-L101: Chest CT Scan Type CV Q3 2024 Review - Remove Evaluation from final join ,2025-01-31,Eric Dixon,CDM-503,CDM-79,In Progress,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-programming,proj-dqr,study-l101,"Subtask under L101 CT scan review, opened 2025-01-31; WAS in-progress; rule 3 cancels — confirm work doesn't continue; [subtask: parent stays at CDM-503; epic inherited]"
CDM-556,Subtask,DELFI-L101 Lung Cancer Diagnosis TNM & Stage Review: Remove Evaluation from final join ,2025-01-31,Eric Dixon,CDM-448,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-dqr,study-l101,"Subtask under L101 TNM stage review, opened 2025-01-31; [subtask: parent stays at CDM-448; epic inherited]"
CDM-557,Subtask,Add Cohort Indeterminate Cases to track conversion to the alternative workflow,2025-02-03,Eric Dixon,CDM-181,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l101,"Subtask under L101 cohort review, opened 2025-02-03; [subtask: parent stays at CDM-181; epic inherited]"
CDM-558,Subtask,Update CRO Sites Transition & Site Closures google sheet url,2025-02-03,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"Subtask under L101 CPT, opened 2025-02-03, inherit parent; [subtask: parent stays at CDM-262; epic inherited]"
CDM-559,Task,L301: Ops MA data crawler,2025-02-05,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-pipeline,study-l301,"L301 ops MA data crawler, opened 2025-02-05"
CDM-560,Subtask,"Records are appearing for invalid participant IDs, duplicate records where one is not a valid record, etc. ",2025-02-05,Emily Larsen (inactive),CDM-145,CDM-80,Dismissed,Done,Spencer King,,Pre-2026 Legacy,Dismissed,Won't Do,Spencer King (inactive),cat-operations,proj-cpt,study-l201,"Subtask under L201 CPT, opened 2025-02-05, dismissed; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); [subtask: parent stays at CDM-145; epic inherited]"
CDM-561,Subtask,"Update Priority Column to incorporate ""Premier IMV Date"" column from the DELFI-L101: Site Management Tracker.",2025-02-07,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"Subtask under L101 CPT, opened 2025-02-07, inherit parent; [subtask: parent stays at CDM-262; epic inherited]"
CDM-562,Subtask,General Comments Form should not be counted in Incomplete Pages column in the CPT.,2025-02-11,Eric Dixon,CDM-145,CDM-80,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-cpt,study-l201,"Subtask under L201 CPT, opened 2025-02-11; [subtask: parent stays at CDM-145; epic inherited]"
CDM-563,Subtask,Add gcptools function to clear sheet prior to write function,2025-02-13,Eric Dixon,CDM-350,CDM-79,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-programming,proj-pipeline,study-l101,"Subtask under L101 EDC reconciliation, opened 2025-02-13, dismissed; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); [subtask: parent stays at CDM-350; epic inherited]"
CDM-564,Task,DQR: Update EMR data currency logic to indicate whether we've received transfers for each month since 01Oct2024,2025-02-19,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-reporting,proj-dqr,study-l301,DQR: Update EMR data currency logic to indicate whether we'v
CDM-565,Subtask,Update CPT Metrics for CV 2025 and Database Lock,2025-02-19,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-metrics",study-l101,Update CPT Metrics for CV 2025 and Database Lock; [subtask: parent stays at CDM-262; epic inherited]
CDM-566,Task,DELFI-L101: Protocol Deviation Review,2025-02-20,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-dqr,study-l101,DELFI-L101: Protocol Deviation Review
CDM-567,Subtask,Upload Premier Deviation records to the DELFI-L101 s3 location ,2025-02-20,Eric Dixon,CDM-566,CDM-79,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-dqr,study-l101,"[Sonnet re-pass] Upload Premier Deviation records to L101 S3 — protocol deviation data upload, DQR.; Upload Premier Deviation records to the DELFI-L101 s3 locati; [subtask: parent stays at CDM-566; epic inherited]"
CDM-568,Subtask,Update the Protocol Deviation Review to include pd's identified by premier for cross-functional team review. ,2025-02-20,Eric Dixon,CDM-566,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-dqr,study-l101,[Sonnet re-pass] Update Protocol Deviation Review with Premier PDs — protocol deviation listing update.; Update the Protocol Deviation Review to include pd's identif; [subtask: parent stays at CDM-566; epic inherited]
CDM-569,Task,DELFI-L101: Report Extraction Tracker,2025-03-11,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,"proj-dqr,proj-metrics",study-l101,DELFI-L101: Report Extraction Tracker
CDM-570,Subtask,Add priority column into the Report Extraction Tracker,2025-03-11,Eric Dixon,CDM-569,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-metrics,study-l101,Add priority column into the Report Extraction Tracker; [subtask: parent stays at CDM-569; epic inherited]
CDM-571,Subtask,Update Evaluation to include all CRO sites ,2025-03-12,Eric Dixon,CDM-278,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"[Sonnet re-pass] Update Evaluation to include all CRO sites — subtask of DELFI-L101 Subject Information Table, CPT.; Update Evaluation to include all CRO sites; [subtask: parent stays at CDM-278; epic inherited]"
CDM-572,Subtask,dt_crf_lims_5() generating a list during tidyr pivot function,2025-03-13,Eric Dixon,CDM-350,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-edc,study-l101,[Sonnet re-pass] dt_crf_lims_5() bug fix — function is part of EDC vs LIMS Reconciliation pipeline.; dt_crf_lims_5() generating a list during tidyr pivot functio; [subtask: parent stays at CDM-350; epic inherited]
CDM-573,Subtask,"Update the ""Report Extraction Status (Enrollment)"" & ""Report Extraction Status (12 Month)"" to note when all reports are extracted or no report is available",2025-03-20,Eric Dixon,CDM-186,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-cpt,study-l101,"[Sonnet re-pass] Update Report Extraction Status columns — subtask of L101 Priority Subjects Tracker, a CPT artifact.; Update the ""Report Extraction Status (Enrollment)"" & ""Report; [subtask: parent stays at CDM-186; epic inherited]"
CDM-574,Subtask,Update dqr review status column for MM and ClinOps,2025-03-25,Eric Dixon,CDM-186,CDM-79,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-dqr,study-l101,Update dqr review status column for MM and ClinOps; [subtask: parent stays at CDM-186; epic inherited]
CDM-575,Subtask,Add page status listing of premier sites,2025-03-25,Eric Dixon,CDM-186,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-cpt,study-l101,"[Sonnet re-pass] Add page status listing of premier sites — subtask of L101 Priority Subjects Tracker, CPT.; Add page status listing of premier sites; [subtask: parent stays at CDM-186; epic inherited]"
CDM-576,Subtask,add query reports,2025-03-26,Eric Dixon,CDM-186,CDM-79,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-reporting,proj-cpt,study-l101,"[Sonnet re-pass] Add query reports — subtask of L101 Priority Subjects Tracker, CPT.; add query reports; [subtask: parent stays at CDM-186; epic inherited]"
CDM-577,Subtask,Add Premier Review Columns,2025-03-26,Eric Dixon,CDM-569,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"[Sonnet re-pass] Add Premier Review Columns — subtask of L101 Report Extraction Tracker, CPT-adjacent tracker.; Add Premier Review Columns; [subtask: parent stays at CDM-569; epic inherited]"
CDM-578,Subtask,"Add ""Imaging Type"" to Non-Cancer Status Review",2025-04-04,Eric Dixon,CDM-349,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cancer-review,study-l101,"Add ""Imaging Type"" to Non-Cancer Status Review; [subtask: parent stays at CDM-349; epic inherited]"
CDM-579,Subtask,Update ClinOps Reviwer columns to CDM Reviewer columns,2025-04-10,Eric Dixon,CDM-181,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"[Sonnet re-pass] Update ClinOps Reviewer columns to CDM Reviewer — subtask of L101 Unassigned Cohort Review, CPT.; Update ClinOps Reviwer columns to CDM Reviewer columns; [subtask: parent stays at CDM-181; epic inherited]"
CDM-580,Task,DELFI-L101: Request to refrain aliquot shipment - Participant List,2025-04-21,Eric Dixon,CDM-79,CDM-79,Done,Done,Payam Khodabakhshi,,Pre-2026 Legacy,Done,Done,Payam Khodabakhshi,cat-operations,proj-sample,study-l101,DELFI-L101: Request to refrain aliquot shipment - Participan
CDM-581,Subtask,"Add M1 and M1d to ""Derived Cancer Stage (Based on TNM)"" column as ""IV""",2025-05-01,Eric Dixon,CDM-448,CDM-79,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-cancer-review,study-l101,"Add M1 and M1d to ""Derived Cancer Stage (Based on TNM)"" colu; [subtask: parent stays at CDM-448; epic inherited]"
CDM-582,Subtask,Update premier page status listing columns,2025-05-01,Eric Dixon,CDM-186,CDM-79,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-reporting,proj-cpt,study-l101,"[Sonnet re-pass] Update premier page status listing columns — subtask of L101 Priority Subjects Tracker, CPT.; Update premier page status listing columns; [subtask: parent stays at CDM-186; epic inherited]"
CDM-583,Task,L201 Clario Case Tracker Update,2025-05-01,Emily Larsen (inactive),CDM-80,CDM-80,Done,Done,Payam Khodabakhshi,,Pre-2026 Legacy,Done,Done,Payam Khodabakhshi,cat-operations,proj-metrics,study-l201,L201 Clario Case Tracker Update
CDM-584,Task,L201 Tube Kit Order PDF scraper,2025-05-08,Erica Peters (inactive),CDM-80,CDM-80,Done,Done,Payam Khodabakhshi,,Pre-2026 Legacy,Done,Done,Payam Khodabakhshi,cat-programming,proj-pipeline,study-l201,L201 Tube Kit Order PDF scraper
CDM-585,Task,L201 Tube Order PDF scraper,2025-05-08,Erica Peters (inactive),CDM-80,CDM-80,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-pipeline,study-l201,L201 Tube Order PDF scraper
CDM-586,Task,L201 Clario Case Tracker - Add Nodule Review Tracking tabs,2025-05-08,Emily Larsen (inactive),CDM-80,CDM-80,Done,Done,Payam Khodabakhshi,L201,Pre-2026 Legacy,Done,Done,Payam Khodabakhshi,cat-operations,proj-metrics,study-l201,L201 Clario Case Tracker - Add Nodule Review Tracking tabs
CDM-587,Subtask,"Duplicate ""Nodule Review Visit Status"" columns fix",2025-05-09,Eric Dixon,CDM-583,CDM-80,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-metrics,study-l201,"[Sonnet re-pass] Fix duplicate Nodule Review Visit Status columns — subtask of L201 Clario Case Tracker, proj-metrics.; Duplicate ""Nodule Review Visit Status"" columns fix; [subtask: parent stays at CDM-583; epic inherited]"
CDM-588,Task,Scrape the remaining Therapak orders,2025-05-12,Payam Khodabakhshi,CDM-80,CDM-80,Done,Done,Payam Khodabakhshi,,Pre-2026 Legacy,Done,Done,Payam Khodabakhshi,cat-operations,proj-sample,study-l201,[Sonnet re-pass] Scrape remaining Therapak orders — Therapak is a kit/sample logistics vendor; sample tracking.; Scrape the remaining Therapak orders
CDM-589,Task,Create a final report for combined Therapak order forms,2025-05-12,Payam Khodabakhshi,CDM-80,CDM-80,Done,Done,Payam Khodabakhshi,,Pre-2026 Legacy,Done,Done,Payam Khodabakhshi,cat-reporting,proj-sample,study-l201,[Sonnet re-pass] Create final report for combined Therapak order forms — Therapak sample supply reporting.; Create a final report for combined Therapak order forms
CDM-590,Task,Add functions to cdm pipeline,2025-05-12,Erica Peters (inactive),CDM-467,CDM-467,To Do,,Erica Peters,,Pre-2026 Legacy,Dismissed,Won't Do,Erica Peters (inactive),cat-programming,proj-pipeline,study-l301,Add functions to cdm pipeline
CDM-591,Task,DELFI-L101: Data Quality Review Manager - Replace ClinOps reviews with CDM Reviews,2025-05-14,Eric Dixon,CDM-79,CDM-79,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-dqr,study-l101,[Sonnet re-pass] L101 DQRM: Replace ClinOps reviews with CDM Reviews — explicitly the DQR Manager.; DELFI-L101: Data Quality Review Manager - Replace ClinOps re
CDM-592,Subtask,update clinops review to cdm reviews,2025-05-14,Eric Dixon,CDM-186,CDM-79,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"[Sonnet re-pass] Update clinops review to CDM reviews — subtask of L101 Priority Subjects Tracker, CPT.; update clinops review to cdm reviews; [subtask: parent stays at CDM-186; epic inherited]"
CDM-593,Subtask,"Add Subject Status, Reason for withdrawal, Inclusion/Exclusion Met, and Sample Collection Performed columns",2025-05-20,Eric Dixon,CDM-348,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-sample,study-l101,"Add Subject Status, Reason for withdrawal, Inclusion/Exclusi; [subtask: parent stays at CDM-348; epic inherited]"
CDM-594,Task,Update to the Clario Case Tracker tab,2025-05-21,Emily Larsen (inactive),CDM-80,CDM-80,Done,Done,Payam Khodabakhshi,L201,Pre-2026 Legacy,Done,Done,Payam Khodabakhshi,cat-operations,proj-metrics,study-l201,Update to the Clario Case Tracker tab
CDM-595,Subtask,Update DELFI-L101 Monitoring Visit & Visit Report Tracker link,2025-05-22,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,"proj-cpt,proj-metrics",study-l101,Update DELFI-L101 Monitoring Visit & Visit Report Tracker li; [subtask: parent stays at CDM-262; epic inherited]
CDM-596,Subtask,Update CRA Metrics function for DELFI-L101 Monitoring Visit & Visit Report Tracker link  ,2025-05-23,Eric Dixon,CDM-185,CDM-79,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-reporting,proj-metrics,study-l101,Update CRA Metrics function for DELFI-L101 Monitoring Visit; [subtask: parent stays at CDM-185; epic inherited]
CDM-597,Task,DELFI-L201: Subsolid Nodule Listing - PPD Ad Hoc Listing,2025-05-28,Emily Larsen (inactive),CDM-80,CDM-80,Done,Done,Eric Dixon,"Ad_Hoc_Report,CDM-Tools,DQR_Listings,L201",Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-dqr,study-l201,DELFI-L201: Subsolid Nodule Listing - PPD Ad Hoc Listing
CDM-598,Task,Update Clario Recon Report to align with modified Clario data transfers,2025-05-29,Emily Larsen (inactive),CDM-80,CDM-80,Done,Done,Payam Khodabakhshi,L201,Pre-2026 Legacy,Done,Done,Payam Khodabakhshi,cat-reporting,proj-metrics,study-l201,Update Clario Recon Report to align with modified Clario dat
CDM-599,Subtask,Include STAGETYP field and update write out length,2025-06-10,Eric Dixon,CDM-457,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-dqr,study-l101,[Sonnet re-pass] Include STAGETYP field in Buried Data Field Report — DQR report field update.; Include STAGETYP field and update write out length; [subtask: parent stays at CDM-457; epic inherited]
CDM-600,Subtask,Update Overall Clean Status for participants without Blood Samples,2025-06-12,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-sample",study-l101,Update Overall Clean Status for participants without Blood S; [subtask: parent stays at CDM-262; epic inherited]
CDM-601,Task,L201 DQR Reconciling EDC and Clario Enrollment CT data,2025-06-13,Emily Larsen (inactive),CDM-80,CDM-80,To Do,,Spencer King,L201,Pre-2026 Legacy,Dismissed,Won't Do,Spencer King (inactive),cat-reporting,"proj-dqr,proj-edc,proj-metrics",study-l201,L201 DQR Reconciling EDC and Clario Enrollment CT data
CDM-602,Subtask,Update dt_CPT_Site (CPT Site Summary sheet) clean columns so that the status includes all participants,2025-06-25,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,Update dt_CPT_Site (CPT Site Summary sheet) clean columns so; [subtask: parent stays at CDM-262; epic inherited]
CDM-603,Subtask,Update clean status for participants with samples without volume,2025-07-05,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-sample",study-l101,Update clean status for participants with samples without vo; [subtask: parent stays at CDM-262; epic inherited]
CDM-604,Subtask,Remove role dependent assignment mutate statements,2025-07-11,Eric Dixon,CDM-186,CDM-79,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"[Sonnet re-pass] Remove role-dependent assignment mutate statements — subtask of L101 Priority Subjects Tracker, CPT.; Remove role dependent assignment mutate statements; [subtask: parent stays at CDM-186; epic inherited]"
CDM-605,Task,Add data stitcher to `analyses`,2025-07-17,Erica Peters (inactive),,,Dismissed,Done,Erica Peters,,Pre-2026 Legacy,Dismissed,Won't Do,Erica Peters (inactive),cat-programming,proj-pipeline,study-l101,Add data stitcher to `analyses`; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-606,Subtask,Update clean status for samples that were shipped but did not arrive at Azenta,2025-07-17,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-sample",study-l101,Update clean status for samples that were shipped but did no; [subtask: parent stays at CDM-262; epic inherited]
CDM-607,Subtask,Update clean status for participants that were withdrawn but did not complete the blood sample collection eCRF,2025-07-18,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-sample",study-l101,Update clean status for participants that were withdrawn but; [subtask: parent stays at CDM-262; epic inherited]
CDM-608,Task,DELFI-L201 Kit Expiration and Sample Collection Date Review,2025-08-04,Emily Larsen (inactive),CDM-80,CDM-80,Done,Done,Eric Dixon,"CDM-Tools,DQR_Listings,L201",Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,"proj-dqr,proj-sample",study-l201,DELFI-L201 Kit Expiration and Sample Collection Date Review
CDM-609,Task,DELFI-L201: Clario Enrollment CT Nodule Extractions DQR,2025-08-26,Eric Dixon,CDM-80,CDM-80,Done,Done,Eric Dixon,"CDM-Tools,DQR_Listings",Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,"proj-dqr,proj-metrics",study-l201,DELFI-L201: Clario Enrollment CT Nodule Extractions DQR
CDM-610,Task,DELFI-L201: Clario Case Tracker - LTFUVI Case Tracker,2025-09-10,Eric Dixon,CDM-80,CDM-80,In Progress,Done,Eric Dixon,"CDM-Tools,DQR_Listings",Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-operations,"proj-dqr,proj-metrics",study-l201,DELFI-L201: Clario Case Tracker - LTFUVI Case Tracker; WAS in-progress; rule 3 cancels — confirm work doesn't continue
CDM-611,Task,"DELFI-L201: Add LT_CON, RECON, and VISDT_LT parque data to pipeline",2025-09-11,Eric Dixon,CDM-80,CDM-80,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-pipeline,study-l201,"DELFI-L201: Add LT_CON, RECON, and VISDT_LT parque data to p"
CDM-612,Task,Enrollment LDCT ADaM Derivation,2025-09-15,Eric Dixon,CDM-80,CDM-80,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-programming,proj-pipeline,study-l201,Enrollment LDCT ADaM Derivation
CDM-613,Task,DELFI-L201: Lung RADS Not Reported Listing - PPD Ad Hoc Listing,2025-09-17,Eric Dixon,CDM-80,CDM-80,Done,Done,Eric Dixon,"Ad_Hoc_Report,CDM-Tools,DQR_Listings",Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,"proj-dqr,proj-cancer-review",study-l201,DELFI-L201: Lung RADS Not Reported Listing - PPD Ad Hoc List
CDM-614,Task,DELFI-L201: Lung RADS 0 Listing - PPD Ad Hoc Listing,2025-09-17,Eric Dixon,CDM-80,CDM-80,Done,Done,Eric Dixon,"Ad_Hoc_Report,CDM-Tools,DQR_Listings",Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,"proj-dqr,proj-cancer-review",study-l201,DELFI-L201: Lung RADS 0 Listing - PPD Ad Hoc Listing
CDM-615,Task,DELFI-L201: 12M Negative Biopsy Listing - PPD Ad Hoc Listing,2025-09-17,Eric Dixon,CDM-80,CDM-80,Done,Done,Eric Dixon,"Ad_Hoc_Report,CDM-Tools,DQR_Listings",Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-dqr,study-l201,DELFI-L201: 12M Negative Biopsy Listing - PPD Ad Hoc Listing
CDM-616,Task,DELFI-L201: LTFUV1 Expected - PPD Ad Hoc Listing,2025-09-18,Emily Larsen (inactive),CDM-80,CDM-80,Done,Done,Eric Dixon,"Ad_Hoc_Report,CDM-Tools,DQR_Listings",Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-dqr,study-l201,DELFI-L201: LTFUV1 Expected - PPD Ad Hoc Listing
CDM-617,Subtask,Fix spelling error for nolocot variable and correct mutate logic for other specify not expected column,2025-09-29,Eric Dixon,CDM-609,CDM-80,To Do,,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-operations,proj-dqr,study-l201,[Sonnet re-pass] Fix spelling error and mutate logic in L201 Clario Enrollment CT Nodule Extractions DQR.; Fix spelling error for nolocot variable and correct mutate l; [subtask: parent stays at CDM-609; epic inherited]
CDM-618,Subtask,DELFI-L201 Derived RADS Score Review: Fix duplicate record issue,2025-10-17,Eric Dixon,CDM-340,CDM-80,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-cancer-review,study-l201,DELFI-L201 Derived RADS Score Review: Fix duplicate record i; [subtask: parent stays at CDM-340; epic inherited]
CDM-619,Subtask,DELFI-L201 Participant Disposition Review: Fix duplicate record issue,2025-10-17,Eric Dixon,CDM-158,CDM-80,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l201,[Sonnet re-pass] Fix duplicate record issue in L201 Participant Disposition — participant disposition is CPT.; DELFI-L201 Participant Disposition Review: Fix duplicate rec; [subtask: parent stays at CDM-158; epic inherited]
CDM-620,Task,DELFI-L201: Fix API request limit issue caused while running cdm_export_ppd_adhoc_site_reports.R ,2025-10-22,Eric Dixon,CDM-80,CDM-80,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-reporting,proj-cro,study-l201,[Sonnet re-pass] Fix API request limit in cdm_export_ppd_adhoc_site_reports.R — PPD is CRO; report export fix.; DELFI-L201: Fix API request limit issue caused while running
CDM-621,Task,DELFI-L201: Status Data for ClinOps Reporting Tool,2025-10-24,Eric Dixon,CDM-80,CDM-80,Done,Done,Eric Dixon,"Ad_Hoc_Report,CDM-Tools",Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-cro,study-l201,"[Sonnet re-pass] L201 Status Data for ClinOps Reporting Tool — ClinOps/PPD reporting tool, proj-cro.; DELFI-L201: Status Data for ClinOps Reporting Tool"
CDM-622,Task,DELFI-L201: Clario Case Tracker - Nodule Review Tracker,2025-10-24,Eric Dixon,CDM-80,CDM-80,To Do,Done,Eric Dixon,"Ad_Hoc_Report,CDM-Tools,DQR_Listings",Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-operations,"proj-dqr,proj-metrics",study-l201,DELFI-L201: Clario Case Tracker - Nodule Review Tracker
CDM-623,Subtask,DELFI-L201: Add new columns to confirm that the clario forms are complete and to confirm that the oversight review has resolved,2025-10-24,Eric Dixon,CDM-622,CDM-80,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l201,DELFI-L201: Add new columns to confirm that the clario forms; [subtask: parent stays at CDM-622; epic inherited]
CDM-624,Subtask,DELFI-L201: Add Clario Latest Raw last run time,2025-10-28,Eric Dixon,CDM-622,CDM-80,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l201,DELFI-L201: Add Clario Latest Raw last run time; [subtask: parent stays at CDM-622; epic inherited]
